GeneName,X10.CR.RNA,X11.WTS.RNA,X12.EA.RNA,X13.CL.RNA,X14.KD.RNA,X15.SJ.RNA,X16.HZ.RNA,X17.CE.RNA,X18.RL.RNA,X19.DR.RNA,X1.VT.RNA,X20.MCC.RNA,X2.LN.RNA,X3.AS.RNA,X4.TL.RNA,X5.BE.RNA,X6.HA.RNA,X7.HH.RNA,X8.CN.RNA,X9.GC.RNA
C4A,10,10,4,80,13,4,4,30,4,6,7,2,4,24,5,6,11,26,8,18
CYP21A1P,0,0,0,0,0,2,2,1,3,2,4,7,3,0,5,6,2,3,3,1
TNXA,4,80,18,3,2,0,7,1,4,4,0,5,3,0,33,5,0,4,0,2
STK19B,0,0,0,0,0,0,0,1,0,34,1,0,0,0,23,0,0,0,22,0
C4B,0,3,10,18,8,1,0,8,0,0,4,2,10,7,12,8,8,20,2,18
CYP21A2,0,0,2,3,2,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0
TNXB,1157,6412,2559,3663,2743,930,8856,5065,1004,970,845,1000,3584,3916,4985,1664,1166,4271,272,640
ATF6B,463,1278,1345,2093,1226,1153,1101,2356,726,1177,2443,1441,1625,3431,994,427,1764,2221,1699,1417
FKBPL,0,23,20,12,14,28,14,36,0,2,12,8,28,19,10,0,12,10,14,14
PRRT1,8,6,18,56,23,41,32,31,5,11,34,8,26,27,16,11,12,25,15,18
PPT2,21,118,71,189,143,89,101,149,18,61,186,83,130,215,52,14,113,171,103,107
EGFL8,42,44,56,74,90,50,51,55,51,41,43,66,65,74,90,27,73,90,43,64
AGPAT1,1072,1240,1165,1925,2588,1422,1316,2064,697,1093,1974,1054,1473,1532,983,871,1027,1061,1442,1884
RNF5,132,951,437,534,540,477,565,874,153,181,794,345,161,782,137,93,480,399,299,708
AGER,54,46,65,40,39,72,66,62,63,53,62,61,80,68,131,46,82,46,75,29
PBX2,65,331,219,300,231,313,284,846,128,147,505,222,391,615,240,95,362,376,416,242
GPSM3,78,113,233,180,165,157,153,211,113,205,43,186,140,142,98,78,171,134,131,160
NOTCH4,0,4,2,4,10,4,2,3,0,2,4,2,6,3,0,0,6,4,6,0
HCG23,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,0
HLA-DRA,2,4,2,0,2,0,6,10,0,0,0,0,2,0,8,0,2,6,2,3
HLA-DRB5,82,0,0,0,0,0,24,19,0,0,0,0,0,2,0,0,0,0,0,2
HLA-DRB6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DRB1,156,8,0,4,8,0,43,10,0,0,0,0,0,2,6,0,0,8,0,15
HLA-DQA1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
HLA-DQB1,23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,6,2,7
HLA-DQB1-AS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DOB,2,2,0,8,4,4,4,0,10,0,6,4,6,1,2,7,7,12,3,0
TAP2,86,380,106,378,250,257,239,451,93,145,450,115,480,423,201,72,241,204,280,395
PSMB8,174,341,514,930,485,487,439,726,347,357,1055,497,532,805,399,295,678,1065,850,451
PSMB8-AS1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
PSMB9,121,194,190,477,254,261,173,111,201,162,278,262,178,260,211,284,337,696,309,168
TAP1,184,541,496,771,852,562,417,1050,220,357,825,480,601,1043,436,230,473,983,663,633
HLA-DMB,0,0,0,4,0,0,2,14,0,0,0,0,17,0,2,0,0,2,0,0
HLA-DMA,72,60,34,153,83,61,132,102,112,162,95,94,154,134,153,48,128,82,56,39
BRD2,1391,1176,2093,2716,1977,2093,1043,2074,4113,1211,1316,2861,2008,2468,1615,527,2175,1747,1872,1175
HLA-DOA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DPA1,15,4,2,339,71,0,30,110,66,2,27,44,41,10,19,2,86,142,0,95
HLA-DPB1,262,18,21,598,245,42,169,170,336,12,158,566,486,44,245,20,634,308,432,239
COL11A2,36,24,39,34,22,23,15,55,41,21,38,36,29,44,43,27,56,37,34,41
RXRB,162,548,398,537,374,375,371,1031,149,261,844,312,503,714,323,137,434,493,430,552
SLC39A7,2982,5078,6290,6695,5972,4502,4629,7026,3336,5294,7495,4484,6626,7869,4514,2656,6427,6300,6852,7088
HSD17B8,69,107,153,147,63,77,119,73,153,109,76,153,75,112,100,137,102,94,101,76
RING1,1241,1789,2142,2283,1766,1222,1776,2070,1403,1696,2392,1873,1163,1576,1636,1213,1828,1663,1826,1844
XXbac-BPG157A10.21,0,0,0,0,8,0,1,2,0,2,0,0,8,1,2,0,4,2,4,0
HCG25,0,0,0,0,1,2,2,2,0,0,3,3,3,1,0,0,1,0,0,2
VPS52,52,322,269,594,226,198,334,417,78,220,684,219,364,705,157,85,301,383,289,297
RPS18,10424,25258,22593,28507,18639,18382,21171,20549,14661,21667,27847,23141,20148,24214,15098,17690,23712,20891,19224,23245
WDR46,4850,3407,5438,4435,4010,4654,4037,2975,4671,5386,5043,4706,4862,4950,4373,3947,4907,4545,5715,4899
PFDN6,741,1163,1318,1550,1255,1804,1313,1008,951,1336,2596,1294,1632,1689,1019,771,1578,1273,1983,1723
RGL2,412,1054,900,933,931,1072,744,1363,491,786,1595,902,1253,1255,654,467,761,780,1275,785
TAPBP,102,248,268,338,337,251,186,922,153,207,400,213,342,684,259,144,287,278,335,229
ZBTB22,0,12,10,16,31,8,8,42,2,7,14,8,24,42,4,2,26,14,6,10
DAXX,748,1605,1118,1898,1683,1264,1414,1604,1164,1323,868,755,2730,1680,1477,889,2024,1300,2640,2173
KIFC1,122,1597,315,210,531,939,743,657,227,279,882,286,1287,738,330,115,444,188,994,926
PHF1,923,2067,2181,2348,2116,1921,2342,2887,1242,1717,2510,2170,2576,3506,1966,1188,2079,2126,2327,2062
CUTA,6028,4189,7047,6005,7296,8001,5944,5719,7148,9098,9822,7631,6397,7884,7205,5917,8483,7278,8949,6366
SYNGAP1,17,33,20,45,31,21,30,108,36,14,41,20,26,72,31,24,28,34,36,21
GGNBP1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BAK1,2023,2414,3535,2698,2729,2357,1727,2250,2295,2136,2556,2778,3436,3858,2715,1813,3393,2662,2750,2656
LINC00336,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,4,0
ITPR3,648,5319,1131,2014,1925,1554,2548,3556,799,1027,1260,981,5654,3965,1561,944,1996,2078,1031,1869
UQCC2,2465,1897,2576,2887,2815,3842,2746,2287,2989,2707,3773,2991,2623,2472,2693,1834,3350,2327,4303,3215
MIR3934,1,0,3,1,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,4
IP6K3,0,0,25,6,2,5,2,6,2,2,0,3,11,9,13,10,7,12,2,2
LEMD2,2057,3820,4396,3889,4674,4765,3688,6351,3175,3267,6535,4235,5213,4862,3643,2822,4254,3443,5427,4900
MLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LINC01016,0,0,0,0,4,5,6,4,2,2,3,12,2,6,6,6,0,4,2,0
RP3-468B3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP3-468B3.2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0,0
GRM4,34,4,23,14,4,44,9,19,40,66,11,34,14,49,37,99,8,8,4,10
KRT18P9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCSP55,0,0,0,0,2,2,0,0,0,1,3,0,1,0,0,0,0,1,2,0
HMGA1,13047,64777,28168,29678,32548,68690,60711,64564,24988,35416,74715,32312,65199,54381,33425,19262,32394,31093,74431,33062
C6orf1,1390,1819,1890,1291,2632,3202,3175,1895,1614,2591,3037,1790,3201,2298,2128,1081,1894,1777,3068,2376
RP11-513I15.6,8,13,11,4,11,7,22,28,3,15,11,1,15,33,4,3,1,5,17,3
RPL35P2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NUDT3,2208,3364,3144,3026,3198,3232,3200,4145,3428,3095,3106,3385,4017,3851,3099,4201,3414,3610,3600,2767
RPS10,20720,20289,25287,24733,22959,24433,22054,22503,24979,28488,29500,27531,23151,22565,24506,26501,28027,23555,26095,27087
PACSIN1,0,2,0,4,0,2,4,2,6,11,0,2,4,2,0,0,4,5,0,3
SPDEF,4,2,2,1,2,2,0,0,2,3,4,3,2,4,4,4,8,6,4,1
RP3-391O22.3,1,0,0,1,1,0,1,1,4,0,2,2,2,0,3,2,1,0,1,0
C6orf106,10042,9418,13050,9343,12091,12403,10088,11808,12442,10242,8579,11878,12873,10982,10327,9135,12273,10168,11158,10595
RN7SL200P,18,1,9,2,0,3,3,0,3,2,4,7,8,0,12,13,4,3,1,1
RP3-391O22.1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP11-140K17.3,23,41,58,73,31,30,65,42,28,40,47,59,31,65,44,30,39,52,25,39
RP3-375P9.2,10,2,10,9,12,13,7,8,9,13,9,11,7,6,6,5,14,12,10,6
SNRPC,2056,4364,3656,4216,3507,4980,3797,3707,2604,3269,6523,3304,4792,4839,2838,2132,4616,3534,5397,4607
UHRF1BP1,203,863,301,243,356,327,368,1139,212,267,658,322,945,448,358,167,276,272,215,777
TAF11,876,1997,1633,1435,1572,1595,1296,1649,1044,1403,2281,1475,2121,1855,1182,997,1551,1291,1723,1726
ANKS1A,277,489,513,861,663,488,628,1416,389,476,850,544,553,1013,456,278,757,643,734,699
RP11-174N3.4,0,0,0,0,0,2,2,0,0,0,5,2,0,0,0,0,5,0,0,0
TCP11,0,0,6,10,2,21,3,9,2,0,13,0,2,4,3,2,2,3,2,4
SCUBE3,422,760,5571,16585,45607,7398,5085,11031,2897,8938,5816,1894,2868,15039,1790,462,7504,9219,17986,1211
RP3-329A5.8,25,14,21,35,43,16,18,10,33,29,20,30,23,37,56,28,27,26,23,34
ZNF76,411,986,874,1006,976,946,996,1664,664,804,822,836,1154,1091,768,447,1008,1051,1203,809
DEF6,14,20,73,112,58,181,34,49,92,88,191,50,93,73,58,31,75,49,243,71
PPARD,1167,4228,3256,4368,3204,2371,2708,5068,2228,2124,3349,3145,4723,6417,2919,2481,4447,4111,3994,3129
MKRNP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0
FANCE,96,727,295,235,375,453,310,676,176,126,493,288,602,456,378,116,345,227,461,657
RPL10A,27658,29197,40413,34838,30037,29134,26379,32864,34486,35206,37460,37375,30549,32416,32310,37146,36902,33434,33516,31981
TEAD3,1240,2654,3662,3153,3235,2143,1846,3802,2293,1782,3247,2779,2689,4373,2885,1494,3229,2683,2942,3371
TULP1,2,3,0,6,1,0,0,3,9,0,3,1,3,5,0,0,0,1,2,0
RP3-340B19.2,22,17,24,25,31,24,21,13,20,28,20,27,17,14,27,49,19,21,26,15
FKBP5,80,574,292,193,325,333,188,436,144,213,575,219,617,233,153,97,409,430,567,420
RP3-340B19.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP3-510O8.4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
ARMC12,18,2,21,23,13,12,1,1,26,10,20,21,8,23,33,10,12,51,15,10
RP3-510O8.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CLPSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CLPS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
LHFPL5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
SRPK1,872,2167,1033,897,1000,1777,1221,2275,1064,1068,2299,1242,2571,1863,1044,749,1467,1270,1970,1516
SLC26A8,1,0,1,4,1,0,10,0,2,0,5,3,3,0,1,3,0,2,2,0
DPRXP2,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
MAPK14,1011,3053,1818,2093,2194,2913,2345,4354,1322,1771,3059,2119,3446,3532,1715,915,1998,1958,2774,2565
RP1-179N16.3,1,2,0,0,2,2,0,0,0,2,0,4,1,0,0,0,4,0,2,1
MAPK13,157,142,176,624,1106,532,174,687,231,186,682,209,556,604,179,98,841,390,1397,341
RP1-179N16.6,3,0,4,6,2,2,2,5,14,3,0,9,0,9,6,2,11,5,0,1
BRPF3,194,896,581,657,480,383,455,1433,305,295,1132,458,786,1134,423,245,557,661,663,766
PNPLA1,2,0,0,8,4,0,0,2,0,0,2,4,0,0,2,2,4,4,0,1
C6orf222,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
ETV7,18,8,17,112,32,6,6,48,49,5,23,10,10,25,20,22,38,34,14,19
RP1-50J22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PXT1,1,3,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,2
KCTD20,3340,6150,5949,8129,11031,3300,3279,8364,5358,3421,4965,3494,4567,5479,3109,2709,7349,4751,4445,4283
STK38,1830,4350,3353,3804,4033,4667,3613,6603,2345,2662,3774,3828,4396,6283,3261,2279,4915,4282,3046,4003
RN7SL748P,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF3,9060,22223,15600,16272,12143,17467,14015,12757,12403,11923,19180,15601,25998,18734,11804,11207,17894,13229,22744,16646
RNU1-88P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CDKN1A,18034,23043,35749,24783,38323,37854,36509,62495,20946,33089,34770,28931,33344,67569,36667,15378,43478,49496,30742,30507
RAB44,2,2,6,1,0,2,6,14,2,4,4,4,4,7,0,1,7,7,4,2
RP3-431A14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
CPNE5,35,8,51,44,64,44,4,4,60,23,9,64,13,16,23,57,101,10,29,49
PPIL1,1114,2504,1707,1852,2025,2432,1854,2663,1581,1696,2656,1676,2996,2129,1391,1167,2212,1387,2800,2200
C6orf89,10519,8512,10167,11397,12236,11921,10387,14765,11653,8776,11344,11927,11456,13445,8458,8720,12581,10719,10391,11165
RP1-90K10.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
PI16,10073,2625,4370,6087,125462,2079,5267,3776,8572,1080,1106,1283,2956,1452,1536,284,9164,2912,145,2325
MTCH1,18932,20824,25459,26262,31994,28573,22330,31135,22016,18044,33176,26494,25807,29813,18825,14095,32866,23520,27609,25130
FGD2,1,4,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,1
COX6A1P2,8,24,29,39,24,23,40,21,14,29,54,27,24,29,15,16,28,27,33,35
RPL12P2,2,0,2,2,2,0,0,0,0,0,8,6,0,0,0,0,0,0,2,0
PIM1,114,768,140,341,459,365,196,2421,170,69,488,212,270,854,1630,129,246,2235,273,523
TMEM217,48,49,55,118,80,45,66,113,86,56,67,75,97,134,53,28,86,100,58,79
TBC1D22B,632,692,882,583,802,779,674,1365,860,521,786,767,921,949,719,513,730,824,768,798
RNF8,781,1293,1500,1415,1271,1528,1322,1644,1093,1223,1670,1343,1788,1907,1296,831,1456,1416,1394,1671
RN7SL273P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CMTR1,745,2161,1663,1924,1783,2159,1866,3217,1117,1593,2600,1632,2548,2737,1299,944,2030,1625,1866,1643
CCDC167,1848,1487,1973,1385,2350,2276,1745,1445,2233,2550,2054,1987,1695,1646,1826,1396,1694,1313,1793,1897
RP1-153P14.3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RP1-153P14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP1-153P14.7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,2,2,0
MDGA1,222,252,590,1115,1302,611,389,1237,395,571,1470,268,366,1086,888,466,855,1248,729,539
RP3-441A12.1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0
ZFAND3,976,3726,2820,4334,3605,2586,3041,8775,1544,2010,5387,2630,3773,6161,2303,1215,3577,3388,3142,3010
RN7SL285P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RNU1-87P,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
BTBD9,913,1139,1465,1223,1334,950,1344,2342,1317,1404,1384,1439,1278,2090,1418,1078,1373,1496,1298,1082
BTBD9-AS1,17,0,3,0,1,3,1,0,9,10,2,8,2,1,9,11,3,1,6,5
RP1-319M7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
GLO1,4143,11582,6978,6969,8320,10711,7059,13367,6047,5628,9223,6277,11145,11623,6988,4492,8122,6712,10903,8942
RP3-503A6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DNAH8,0,0,0,6,0,2,1,0,0,0,0,9,1,0,0,0,0,0,0,2
RP1-217P22.2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0
RP1-207H1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP1-202I21.3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GLP1R,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAYSD1,509,860,697,678,698,748,753,997,685,734,868,824,881,905,656,577,815,874,782,893
ANKRD18EP,1,27,11,30,10,15,10,41,7,5,29,12,8,53,3,9,11,12,13,8
KCNK5,10,15,0,0,10,2,10,0,4,4,10,6,0,6,2,10,14,6,6,16
KIF6,58,71,23,72,11,44,59,91,44,22,17,54,58,171,83,59,77,101,7,30
RP1-137F1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAAM2,97,424,260,681,907,158,339,1105,133,141,220,217,343,1379,293,110,484,573,195,312
XXyac-YR38GF2.1,0,5,2,11,14,8,5,2,7,5,0,6,4,5,8,3,4,11,5,4
RP11-61I13.3,6,3,6,11,22,0,10,4,12,5,5,6,8,9,2,2,6,7,5,10
MOCS1,681,614,537,1068,1590,877,992,1386,652,610,747,877,1091,985,647,516,946,773,1087,1025
RP1-278E11.3,10,3,31,21,32,17,37,11,21,16,31,11,14,16,11,19,18,17,23,18
TUBBP9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP11-552E20.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRG1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0
LINC00951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LRFN2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
RP3-462C17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UNC5CL,0,12,3,2,1,3,0,2,2,0,2,0,2,0,4,0,0,2,2,4
OARD1,283,901,479,516,536,1002,700,1171,491,603,1023,657,1009,935,521,394,564,543,976,791
TSPO2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
APOBEC2,7,0,2,1,4,3,0,0,8,6,0,4,3,1,4,5,3,1,1,4
NFYA,303,1240,600,901,601,656,717,1346,500,561,1198,637,1282,1337,449,503,711,539,1033,953
ADCY10P1,34,44,31,30,34,26,38,45,34,34,56,42,60,47,39,34,25,27,66,43
TREML1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TREM2,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,2,0,0,3,4
TREML2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
TREML3P,0,0,9,3,4,1,0,16,0,3,0,2,3,1,4,2,8,10,6,2
TREML4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0
TREML5P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TREM1,2,11,2,31,2,22,2,6,6,20,0,9,8,0,0,0,2,6,65,71
RP1-149M18.3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
RP1-149M18.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FOXP4-AS1,2,4,0,7,0,9,2,4,2,3,10,1,0,0,0,2,8,12,12,10
FOXP4,1632,2186,2537,4724,1786,1800,1192,2873,2430,1825,3044,1705,1758,2901,2116,2987,3200,3799,2612,2555
MDFI,142,28,236,197,4,266,18,364,307,12,459,49,13,4,34,247,359,320,349,598
NPM1P51,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
TFEB,486,596,1205,1365,709,730,1082,841,881,822,1858,1050,685,1232,452,904,615,997,818,1222
RP11-298J23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PGC,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-298J23.8,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
FRS3,37,198,93,156,67,188,141,172,73,87,156,119,218,120,84,71,103,75,221,149
RP11-298J23.10,2,0,0,0,2,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0
PRICKLE4,2,2,1,1,3,0,1,1,1,0,10,1,2,0,4,3,0,1,7,1
TOMM6,5314,5754,6321,5873,6131,8128,5559,5309,6287,6718,7139,6683,7651,5822,5420,5334,7206,5945,8088,6874
USP49,153,237,173,158,149,187,191,362,259,142,163,208,257,204,176,159,158,153,193,176
RP5-973N23.4,3,0,2,0,0,2,0,0,1,0,0,1,0,0,1,1,1,0,0,0
MED20,299,1005,627,787,541,966,756,1733,387,473,1426,708,924,1363,616,362,746,734,1139,900
BYSL,1534,2710,2761,2589,2357,1812,1961,1969,2269,2220,3011,2413,3426,2961,1970,2699,3040,2450,2883,3272
CCND3,2081,4861,4034,4155,6007,6319,4304,4927,3081,4254,6982,3680,6018,7099,3397,1718,4500,3271,7045,4929
TAF8,194,449,282,296,330,408,329,697,229,240,432,274,565,483,285,144,388,332,502,273
RP11-7K24.3,107,73,136,82,179,77,59,77,63,54,34,87,93,94,114,79,96,126,24,116
C6orf132,1222,2958,1562,1267,2233,2162,1565,3437,1606,1068,1593,1720,2308,3022,2036,1188,2055,1733,1208,1789
GUCA1A,2,2,2,4,0,6,4,0,8,6,5,10,0,1,2,2,4,0,2,0
GUCA1B,1,2,4,8,1,11,11,5,12,8,15,7,3,7,7,0,5,4,10,1
MRPS10,2541,4360,3805,3236,4165,4919,3199,4513,3713,3444,4014,3939,4351,4619,2988,2083,3987,3448,5012,3190
TRERF1,98,840,281,256,344,807,545,1101,174,193,741,336,787,793,451,88,265,552,390,289
RP11-256G5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UBR2,370,835,779,1122,922,795,863,1815,474,578,1405,802,1078,1510,731,391,820,1029,863,1040
RNU6-890P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRPH2,87,123,113,89,97,140,105,230,18,27,82,160,84,87,54,29,260,123,136,198
ATP6V0CP3,0,0,7,0,2,2,5,4,1,0,0,1,2,2,3,0,0,0,2,0
TBCC,430,1320,1115,1160,1019,977,1055,1319,688,763,1531,1036,1524,1877,793,612,1269,1223,1393,1267
GLTSCR1L,173,637,386,372,314,415,378,848,192,215,526,401,594,707,351,232,391,564,414,466
RPL7L1,7156,9763,6698,6858,8272,8226,6760,11066,7850,6486,8759,7784,9810,9859,5210,7755,8080,6366,10285,7883
C6orf226,201,202,370,478,297,481,417,451,346,496,771,354,308,546,296,258,508,493,522,392
PTCRA,4,0,0,2,2,0,0,4,0,2,1,0,0,0,0,0,6,0,5,0
CNPY3,10934,7108,9249,7484,9348,8340,6945,8037,12551,12491,7042,12458,7869,8543,9975,10409,8988,9114,9568,8354
RP3-475N16.1,21,12,17,18,26,29,21,29,38,22,17,20,24,18,14,24,20,27,23,27
RPL24P4,55,96,151,164,79,173,131,70,55,112,237,111,47,86,86,87,142,106,149,83
GNMT,19,4,8,35,4,8,4,28,15,11,22,21,11,24,7,22,2,15,15,32
PEX6,1582,1096,3590,1001,4037,3854,2235,1169,3531,3263,2759,2644,3277,2847,4020,2184,4352,3163,3447,922
PPP2R5D,1701,4661,3167,3608,3892,4982,3213,5928,2091,2660,4789,2814,4920,4334,2786,1837,3266,3072,4690,4260
MEA1,1502,2344,3011,3096,2989,2967,3052,2857,2179,3201,3396,2951,2843,3345,2133,1690,2834,2419,2828,2856
KLHDC3,2544,4596,5340,3406,5125,4736,3697,5575,3420,3789,4317,4421,5045,3859,2901,2198,4601,3530,4153,5124
RRP36,4406,5427,6487,5427,5794,8314,5293,5012,5808,6403,6538,5474,7220,6013,4678,4775,6616,5010,8146,6337
RP1-20C7.6,4,3,3,6,6,7,1,11,14,4,6,8,3,5,13,7,12,14,6,2
RN7SL403P,4,1,1,0,2,0,0,0,5,2,4,0,0,1,0,2,0,2,2,3
CUL7,1015,1114,2306,3160,2023,1941,2199,3142,1637,1906,4561,2292,1861,3324,1954,1457,2679,2799,2512,2167
KLC4,353,350,550,655,472,477,559,773,340,478,1052,648,580,806,482,434,716,668,699,583
MRPL2,1369,1478,1798,1907,1504,1797,1514,1415,1631,1823,2845,1690,1719,1836,1318,1182,1964,1548,2522,1947
RP11-387M24.5,3,2,14,5,13,13,11,9,8,6,19,15,6,7,11,4,9,8,4,11
PTK7,4858,9997,10332,11849,6675,7965,8371,22255,6048,7529,18509,10644,9224,14490,8552,6985,11197,10311,9573,20440
SRF,5315,12786,10512,11527,8770,4740,7400,7264,6065,5360,12066,10619,11068,13008,9894,7980,11294,10970,12213,9747
CUL9,912,539,870,805,668,939,913,1024,925,852,1263,875,902,975,1054,784,967,1031,984,855
RP3-330M21.5,30,5,14,4,3,13,4,9,13,6,7,16,24,13,26,11,7,12,13,10
DNPH1,1188,1381,1596,1872,1598,1811,1868,1874,1533,1807,2525,1680,1947,2170,1663,1253,1583,1484,2242,1858
TTBK1,8,4,8,4,2,2,11,6,10,4,8,7,0,14,2,6,14,6,0,0
SLC22A7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0
CRIP3,2,0,0,2,9,6,2,5,2,2,6,7,1,2,6,7,3,1,0,4
ZNF318,618,1482,1132,931,813,1002,1113,1456,964,844,1182,1007,1793,1348,812,751,928,941,1121,1198
RP11-480N24.4,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0
RPS2P28,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,5,2,2,0
ABCC10,324,635,541,748,1005,1086,407,1530,363,614,1277,378,825,1182,516,262,655,708,954,857
DLK2,8,23,30,29,7,26,42,50,24,33,42,38,41,45,25,20,27,33,21,41
TJAP1,627,1626,1321,1443,970,1244,1335,1680,1058,1088,1384,1376,1687,1884,1216,902,1436,1228,1596,1296
LRRC73,289,142,353,374,367,124,197,204,281,295,182,238,169,330,327,137,247,212,264,262
POLR1C,1231,1997,1937,1914,1430,1068,1584,908,2148,1598,2016,2125,2228,2463,1776,1992,2347,2288,2110,1772
YIPF3,4058,5963,7285,8797,7384,5347,7243,11175,4942,7635,11064,6633,7378,10630,6021,4841,7427,8064,6839,7340
RP3-337H4.9,3,14,10,7,6,11,4,5,2,6,9,6,20,11,8,6,9,6,9,10
